deal_id,date,year,deal_type,acquirer_or_investors,target_or_company,value_usd_bn,description,is_megadeal,is_real_headline
D0584,10-05-2019,2019,Series_B,Atlas Venture,Oncvec OS,0.268,Series_B 2019,0,0
D0596,10-05-2019,2019,Crossover,ARCH Venture Partners,Kymxen AB,0.021,Crossover 2019,0,0
D0625,18-05-2019,2019,IPO,Public markets,Provec Therapeutics,0.212,IPO 2019,0,0
D0569,02-06-2019,2019,VC,Atlas Venture,Neutav ON,0.201,VC 2019,0,0
D0592,03-06-2019,2019,Series_C,Third Rock Ventures,Genuni Therapeutics,0.102,Series_C 2019,0,0
D0575,05-06-2019,2019,Series_B,OrbiMed,Yotzeo IO,0.234,Series_B 2019,0,0
D0570,06-06-2019,2019,Series_B,ARCH Venture Partners,Kymyot IO,0.084,Series_B 2019,0,0
D0586,11-06-2019,2019,IPO,Public markets,Neuonc BIO,0.27,IPO 2019,0,0
D0598,16-06-2019,2019,M&A,Roche,Modzeo OS,2.877,M&A 2019,0,0
D0008,17-06-2019,2019,M&A,AbbVie,Allergan,63,Botox + Humira,1,1
D0576,11-07-2019,2019,VC,Flagship Pioneering,Genkym Tx,0.092,VC 2019,0,0
D0607,11-07-2019,2019,VC,OrbiMed,Kymvec IO,0.376,VC 2019,0,0
D0568,17-07-2019,2019,VC,Sofinnova Investments,Denonc ON,0.182,VC 2019,0,0
D0590,17-07-2019,2019,VC,ARCH Venture Partners,Yotimm BIO,0.115,VC 2019,0,0
D0571,18-07-2019,2019,IPO,Public markets,Quorep IO,0.89,IPO 2019,0,0
D0606,22-07-2019,2019,Series_B,Sofinnova Investments,Vecgen IO,0.08,Series_B 2019,0,0
D0609,02-08-2019,2019,Crossover,ARCH Venture Partners,Hapaer OS,0.087,Crossover 2019,0,0
D0577,06-08-2019,2019,M&A,Pfizer,Celaer ON,3.069,M&A 2019,0,0
D0628,06-08-2019,2019,Series_B,F-Prime Capital,Kymlum X,0.306,Series_B 2019,0,0
D0622,07-08-2019,2019,M&A,Sanofi,Bioxen BIO,0.216,M&A 2019,0,0
D0581,09-08-2019,2019,Series_B,GV (Google Ventures),Zeosyn AB,0.424,Series_B 2019,0,0
D0637,11-08-2019,2019,M&A,Amgen,Yotonc Therapeutics,0.454,M&A 2019,0,0
D0587,12-08-2019,2019,VC,ARCH Venture Partners,Moduni ON,0.392,VC 2019,0,0
D0572,04-09-2019,2019,Crossover,Sofinnova Investments,Proquo IO,0.302,Crossover 2019,0,0
D0636,09-09-2019,2019,Series_B,Bain Capital Life Sciences,Tavsyn RX,0.064,Series_B 2019,0,0
D0619,14-09-2019,2019,VC,a16z Bio,Kymneu OS,0.107,VC 2019,0,0
D0589,15-09-2019,2019,Series_B,Polaris Partners,Vecgen Tx,0.186,Series_B 2019,0,0
D0608,18-09-2019,2019,VC,OrbiMed,Repcel Tx,0.129,VC 2019,0,0
D0612,02-10-2019,2019,IPO,Public markets,Repmod RX,0.239,IPO 2019,0,0
D0580,10-10-2019,2019,VC,F-Prime Capital,Denden X,0.226,VC 2019,0,0
D0633,11-10-2019,2019,VC,Versant Ventures,Lumquo Therapeutics,0.222,VC 2019,0,0
D0583,14-10-2019,2019,Series_B,F-Prime Capital,Modaer BIO,0.556,Series_B 2019,0,0
D0591,15-10-2019,2019,M&A,Merck,Genneu X,15.544,M&A 2019,1,0
D0627,16-10-2019,2019,VC,F-Prime Capital,Lumpro ON,0.01,VC 2019,0,0
D0615,16-10-2019,2019,IPO,Public markets,Prouni AB,0.871,IPO 2019,0,0
D0573,20-10-2019,2019,VC,OrbiMed,Celgen ON,0.195,VC 2019,0,0
D0618,23-10-2019,2019,Crossover,GV (Google Ventures),Tavhap Tx,0.192,Crossover 2019,0,0
D0579,03-11-2019,2019,Series_B,GV (Google Ventures),Xengen Tx,0.319,Series_B 2019,0,0
D0595,04-11-2019,2019,VC,Atlas Venture,Quoxen BIO,0.247,VC 2019,0,0
D0603,12-11-2019,2019,VC,OrbiMed,Genlum AB,0.264,VC 2019,0,0
D0599,14-11-2019,2019,VC,ARCH Venture Partners,Tavhap RX,0.205,VC 2019,0,0
D0620,17-11-2019,2019,IPO,Public markets,Synzeo OS,0.194,IPO 2019,0,0
D0610,17-11-2019,2019,VC,OrbiMed,Proquo Therapeutics,0.654,VC 2019,0,0
D0629,03-12-2019,2019,Series_B,Sofinnova Investments,Lumjas AB,0.019,Series_B 2019,0,0
D0597,05-12-2019,2019,VC,RA Capital,Xengen AB,0.054,VC 2019,0,0
D0634,06-12-2019,2019,Series_C,Bain Capital Life Sciences,Celpro GX,0.349,Series_C 2019,0,0
D0632,08-12-2019,2019,M&A,AstraZeneca,Genden RX,50,M&A 2019,1,0
D0582,08-12-2019,2019,VC,Versant Ventures,Genepi Therapeutics,0.086,VC 2019,0,0
D0588,13-12-2019,2019,Series_B,Atlas Venture,Zeoden OS,0.223,Series_B 2019,0,0
D0630,13-12-2019,2019,M&A,AstraZeneca,Denzeo IO,10.244,M&A 2019,1,0
D0631,13-12-2019,2019,M&A,Sanofi,Denvec GX,42.875,M&A 2019,1,0
D0601,16-12-2019,2019,VC,Third Rock Ventures,Vecxen GX,0.17,VC 2019,0,0
D0605,22-12-2019,2019,Series_B,a16z Bio,Denuni Tx,1.609,Series_B 2019,0,0
D0679,07-01-2020,2020,VC,OrbiMed,Uniuni Therapeutics,0.883,VC 2020,0,0
D0698,07-01-2020,2020,Crossover,GV (Google Ventures),Xenvec ON,0.032,Crossover 2020,0,0
D0654,10-01-2020,2020,Series_B,Versant Ventures,Dentav RX,0.18,Series_B 2020,0,0
D0703,10-01-2020,2020,Crossover,Flagship Pioneering,Neuaer IO,0.702,Crossover 2020,0,0
D0726,16-01-2020,2020,M&A,AbbVie,Synzeo IO,9.799,M&A 2020,0,0
D0692,17-01-2020,2020,Series_B,F-Prime Capital,Tavyot IO,0.189,Series_B 2020,0,0
D0663,17-01-2020,2020,Series_C,Third Rock Ventures,Genmod IO,0.24,Series_C 2020,0,0
D0691,18-01-2020,2020,VC,Sofinnova Investments,Denuni Therapeutics,0.067,VC 2020,0,0
D0688,19-01-2020,2020,VC,Flagship Pioneering,Yotvec BIO,0.145,VC 2020,0,0
D0722,21-01-2020,2020,Series_B,GV (Google Ventures),Tavgen ON,0.461,Series_B 2020,0,0
D0672,21-01-2020,2020,Series_B,a16z Bio,Hapvec ON,0.06,Series_B 2020,0,0
D0718,22-01-2020,2020,Series_C,GV (Google Ventures),Biojas OS,0.412,Series_C 2020,0,0
D0685,25-01-2020,2020,Series_C,Flagship Pioneering,Epigen ON,0.344,Series_C 2020,0,0
D0690,26-01-2020,2020,M&A,Gilead,Unitav IO,0.301,M&A 2020,0,0
D0708,04-02-2020,2020,Series_B,Sofinnova Investments,Hapneu GX,0.663,Series_B 2020,0,0
D0642,04-02-2020,2020,Series_B,Versant Ventures,Denrep Therapeutics,0.235,Series_B 2020,0,0
D0638,07-02-2020,2020,M&A,Gilead,Oncepi GX,0.474,M&A 2020,0,0
D0667,08-02-2020,2020,VC,F-Prime Capital,Immjas RX,0.35,VC 2020,0,0
D0727,09-02-2020,2020,M&A,Merck,Zeohap Tx,0.987,M&A 2020,0,0
D0676,15-02-2020,2020,M&A,Amgen,Tavhap GX,0.36,M&A 2020,0,0
D0695,16-02-2020,2020,Series_B,Sofinnova Investments,Oncgen GX,0.226,Series_B 2020,0,0
D0716,23-02-2020,2020,Series_C,Atlas Venture,Bioepi Tx,0.178,Series_C 2020,0,0
D0650,25-02-2020,2020,M&A,Amgen,Neuquo OS,4.837,M&A 2020,0,0
D0668,15-03-2020,2020,Series_B,a16z Bio,Synzeo ON,0.172,Series_B 2020,0,0
D0644,19-03-2020,2020,IPO,Public markets,Tavaer AB,0.49,IPO 2020,0,0
D0719,20-03-2020,2020,Series_C,ARCH Venture Partners,Proquo AB,0.586,Series_C 2020,0,0
D0665,01-04-2020,2020,VC,Third Rock Ventures,Tavpro AB,0.332,VC 2020,0,0
D0640,05-04-2020,2020,IPO,Public markets,Neusyn Tx,1.998,IPO 2020,0,0
D0666,13-04-2020,2020,VC,RA Capital,Aerxen Therapeutics,0.054,VC 2020,0,0
D0704,14-04-2020,2020,M&A,GSK,Yottav BIO,0.279,M&A 2020,0,0
D0700,17-04-2020,2020,VC,RA Capital,Kymyot RX,0.199,VC 2020,0,0
D0681,21-04-2020,2020,VC,GV (Google Ventures),Repsyn AB,0.089,VC 2020,0,0
D0724,22-04-2020,2020,VC,OrbiMed,Modsyn Therapeutics,0.254,VC 2020,0,0
D0021,23-04-2020,2020,VC,VC syndicate,Insitro,0.14,AI-driven drug discovery,0,1
D0662,24-04-2020,2020,IPO,Public markets,Genonc IO,0.318,IPO 2020,0,0
D0684,03-05-2020,2020,Crossover,Bain Capital Life Sciences,Aerjas BIO,0.105,Crossover 2020,0,0
D0696,10-05-2020,2020,Series_B,a16z Bio,Denrep ON,0.047,Series_B 2020,0,0
D0659,11-05-2020,2020,Series_B,Flagship Pioneering,Biobio RX,0.262,Series_B 2020,0,0
D0720,13-05-2020,2020,M&A,Gilead,Aeryot IO,15.054,M&A 2020,1,0
D0715,16-05-2020,2020,Series_C,ARCH Venture Partners,Vecyot Tx,0.092,Series_C 2020,0,0
D0651,16-05-2020,2020,Series_C,Bain Capital Life Sciences,Bioonc AB,1.247,Series_C 2020,0,0
D0674,20-05-2020,2020,Series_B,Versant Ventures,Zeorep OS,0.944,Series_B 2020,0,0
D0701,20-05-2020,2020,Crossover,Polaris Partners,Biouni Tx,0.174,Crossover 2020,0,0
D0641,21-05-2020,2020,VC,GV (Google Ventures),Yotcel Therapeutics,0.272,VC 2020,0,0
D0694,22-05-2020,2020,VC,a16z Bio,Xenaer OS,0.118,VC 2020,0,0
D0699,26-05-2020,2020,M&A,Pfizer,Tavrep ON,3.504,M&A 2020,0,0
D0678,27-05-2020,2020,Series_C,Third Rock Ventures,Xenimm AB,0.465,Series_C 2020,0,0
D0711,13-06-2020,2020,M&A,AbbVie,Quobio GX,12.801,M&A 2020,1,0
D0671,18-06-2020,2020,IPO,Public markets,Synmod IO,1.634,IPO 2020,0,0
D0682,24-06-2020,2020,M&A,AstraZeneca,Kymrep AB,0.018,M&A 2020,0,0
D0673,01-07-2020,2020,VC,RA Capital,Rephap Tx,0.176,VC 2020,0,0
D0683,01-07-2020,2020,M&A,GSK,Zeohap Tx,1.944,M&A 2020,0,0
D0702,07-07-2020,2020,VC,Sofinnova Investments,Hapimm RX,0.191,VC 2020,0,0
D0639,09-07-2020,2020,Series_B,OrbiMed,Genmod GX,0.07,Series_B 2020,0,0
D0646,14-07-2020,2020,VC,OrbiMed,Gengen IO,0.26,VC 2020,0,0
D0707,16-07-2020,2020,VC,Third Rock Ventures,Densyn Therapeutics,0.213,VC 2020,0,0
D0680,23-07-2020,2020,M&A,Pfizer,Densyn IO,3.388,M&A 2020,0,0
D0686,02-08-2020,2020,M&A,Roche,Celzeo IO,34.299,M&A 2020,1,0
D0645,03-08-2020,2020,VC,Sofinnova Investments,Quoneu IO,0.085,VC 2020,0,0
D0689,06-08-2020,2020,M&A,Merck,Denepi ON,7.304,M&A 2020,0,0
D0655,12-08-2020,2020,Series_B,Atlas Venture,Kymuni GX,0.142,Series_B 2020,0,0
D0687,16-08-2020,2020,Series_B,F-Prime Capital,Immrep RX,0.068,Series_B 2020,0,0
D0647,17-08-2020,2020,IPO,Public markets,Oncuni RX,0.699,IPO 2020,0,0
D0653,17-08-2020,2020,Crossover,Atlas Venture,Jasxen Therapeutics,0.06,Crossover 2020,0,0
D0643,26-08-2020,2020,Crossover,OrbiMed,Modbio Tx,0.16,Crossover 2020,0,0
D0717,27-08-2020,2020,Series_C,Flagship Pioneering,Celneu ON,0.374,Series_C 2020,0,0
D0723,16-09-2020,2020,Series_B,ARCH Venture Partners,Neujas OS,0.843,Series_B 2020,0,0
D0660,22-09-2020,2020,VC,F-Prime Capital,Tavneu X,0.024,VC 2020,0,0
D0009,27-09-2020,2020,M&A,Gilead,Immunomedics,21,Trodelvy ADC,1,1
D0705,02-10-2020,2020,Series_B,Flagship Pioneering,Prolum RX,0.005,Series_B 2020,0,0
D0697,20-10-2020,2020,IPO,Public markets,Quoden GX,0.245,IPO 2020,0,0
D0661,23-10-2020,2020,Series_B,Third Rock Ventures,Celquo ON,0.155,Series_B 2020,0,0
D0677,23-10-2020,2020,VC,a16z Bio,Proneu OS,0.034,VC 2020,0,0
D0712,24-10-2020,2020,Series_B,Atlas Venture,Epibio RX,0.196,Series_B 2020,0,0
D0657,12-11-2020,2020,IPO,Public markets,Immmod RX,0.232,IPO 2020,0,0
D0656,14-11-2020,2020,M&A,Sanofi,Quojas IO,3.46,M&A 2020,0,0
D0709,16-11-2020,2020,VC,Bain Capital Life Sciences,Aervec BIO,0.231,VC 2020,0,0
D0648,16-11-2020,2020,M&A,Roche,Lumden IO,11.775,M&A 2020,1,0
D0017,19-11-2020,2020,IPO,Public markets,Recursion Pharmaceuticals,0.44,AI drug discovery,0,1
D0725,25-11-2020,2020,Series_B,a16z Bio,Biovec Tx,0.255,Series_B 2020,0,0
D0670,27-11-2020,2020,VC,Atlas Venture,Zeoxen Therapeutics,0.401,VC 2020,0,0
D0675,04-12-2020,2020,VC,F-Prime Capital,Celhap AB,0.089,VC 2020,0,0
D0721,05-12-2020,2020,Series_B,Versant Ventures,Denlum X,0.123,Series_B 2020,0,0
D0714,07-12-2020,2020,Series_C,Atlas Venture,Zeorep IO,0.583,Series_C 2020,0,0
D0706,09-12-2020,2020,VC,Sofinnova Investments,Denhap Tx,0.793,VC 2020,0,0
D0010,12-12-2020,2020,M&A,AstraZeneca,Alexion,39,Rare disease entry,1,1
D0664,13-12-2020,2020,VC,Third Rock Ventures,Genbio Therapeutics,0.106,VC 2020,0,0
D0649,13-12-2020,2020,IPO,Public markets,Vecsyn Tx,0.111,IPO 2020,0,0
D0713,17-12-2020,2020,VC,F-Prime Capital,Genpro RX,0.2,VC 2020,0,0
D0693,18-12-2020,2020,VC,GV (Google Ventures),Aerkym X,0.02,VC 2020,0,0
D0652,21-12-2020,2020,Series_C,Third Rock Ventures,Vecxen IO,0.272,Series_C 2020,0,0
D0658,22-12-2020,2020,VC,Polaris Partners,Celtav ON,0.13,VC 2020,0,0
D0669,25-12-2020,2020,VC,Polaris Partners,Celneu GX,0.151,VC 2020,0,0
D0710,26-12-2020,2020,M&A,Pfizer,Oncaer Tx,0.036,M&A 2020,0,0
D0830,02-01-2021,2021,IPO,Public markets,Uniden OS,0.213,IPO 2021,0,0
D0801,06-01-2021,2021,VC,Third Rock Ventures,Celxen GX,0.083,VC 2021,0,0
D0789,07-01-2021,2021,IPO,Public markets,Biocel Therapeutics,0.196,IPO 2021,0,0
D0733,09-01-2021,2021,Series_B,Polaris Partners,Kymgen IO,0.096,Series_B 2021,0,0
D0810,14-01-2021,2021,Series_B,RA Capital,Denrep RX,0.131,Series_B 2021,0,0
D0770,14-01-2021,2021,VC,a16z Bio,Proepi OS,0.166,VC 2021,0,0
D0848,15-01-2021,2021,VC,Atlas Venture,Quoneu OS,0.073,VC 2021,0,0
D0785,17-01-2021,2021,M&A,AbbVie,Kymzeo X,50,M&A 2021,1,0
D0853,17-01-2021,2021,VC,F-Prime Capital,Jaspro RX,0.218,VC 2021,0,0
D0743,22-01-2021,2021,Series_B,ARCH Venture Partners,Modmod IO,0.119,Series_B 2021,0,0
D0817,24-01-2021,2021,Series_B,Atlas Venture,Neuaer Tx,0.191,Series_B 2021,0,0
D0018,04-02-2021,2021,IPO,Public markets,Sana Biotechnology,0.59,Cell therapy IPO,0,1
D0748,06-02-2021,2021,VC,a16z Bio,Lumimm AB,0.389,VC 2021,0,0
D0820,06-02-2021,2021,Series_B,RA Capital,Kymbio OS,0.517,Series_B 2021,0,0
D0730,09-02-2021,2021,Series_C,Flagship Pioneering,Kymbio AB,0.105,Series_C 2021,0,0
D0825,14-02-2021,2021,Series_C,Sofinnova Investments,Lumepi Tx,0.104,Series_C 2021,0,0
D0838,16-02-2021,2021,IPO,Public markets,Xenneu Therapeutics,0.336,IPO 2021,0,0
D0784,17-02-2021,2021,M&A,BMS,Quouni BIO,0.983,M&A 2021,0,0
D0775,01-03-2021,2021,M&A,Sanofi,Episyn ON,3.207,M&A 2021,0,0
D0805,01-03-2021,2021,IPO,Public markets,Zeolum ON,0.442,IPO 2021,0,0
D0821,02-03-2021,2021,VC,Versant Ventures,Denrep BIO,0.369,VC 2021,0,0
D0813,04-03-2021,2021,VC,a16z Bio,Prorep X,0.408,VC 2021,0,0
D0760,04-03-2021,2021,M&A,Amgen,Prouni GX,50,M&A 2021,1,0
D0740,06-03-2021,2021,IPO,Public markets,Repmod AB,1.886,IPO 2021,0,0
D0747,10-03-2021,2021,M&A,BMS,Epionc Therapeutics,1.784,M&A 2021,0,0
D0742,16-03-2021,2021,Series_B,ARCH Venture Partners,Aergen OS,0.264,Series_B 2021,0,0
D0758,16-03-2021,2021,VC,ARCH Venture Partners,Quomod IO,0.117,VC 2021,0,0
D0761,17-03-2021,2021,Series_C,Flagship Pioneering,Aerkym OS,0.353,Series_C 2021,0,0
D0773,22-03-2021,2021,VC,ARCH Venture Partners,Oncgen RX,0.217,VC 2021,0,0
D0815,22-03-2021,2021,M&A,Sanofi,Epilum Therapeutics,0.567,M&A 2021,0,0
D0796,27-03-2021,2021,Series_B,ARCH Venture Partners,Repepi GX,0.637,Series_B 2021,0,0
D0851,27-03-2021,2021,VC,F-Prime Capital,Synvec GX,0.197,VC 2021,0,0
D0816,27-03-2021,2021,Series_B,RA Capital,Denjas Therapeutics,0.344,Series_B 2021,0,0
D0737,02-04-2021,2021,VC,a16z Bio,Lumcel X,0.012,VC 2021,0,0
D0734,02-04-2021,2021,VC,GV (Google Ventures),Aeronc IO,0.217,VC 2021,0,0
D0822,06-04-2021,2021,VC,Bain Capital Life Sciences,Modhap GX,0.518,VC 2021,0,0
D0749,08-04-2021,2021,VC,F-Prime Capital,Kymaer GX,0.1,VC 2021,0,0
D0728,17-04-2021,2021,Series_C,Flagship Pioneering,Neugen Therapeutics,0.056,Series_C 2021,0,0
D0831,23-04-2021,2021,Series_B,Sofinnova Investments,Modgen Therapeutics,0.048,Series_B 2021,0,0
D0729,01-05-2021,2021,Series_C,Sofinnova Investments,Genquo GX,0.03,Series_C 2021,0,0
D0739,02-05-2021,2021,M&A,Eli Lilly,Aerzeo BIO,50,M&A 2021,1,0
D0792,03-05-2021,2021,VC,Versant Ventures,Neuaer AB,0.092,VC 2021,0,0
D0798,06-05-2021,2021,VC,Third Rock Ventures,Epitav GX,0.067,VC 2021,0,0
D0787,07-05-2021,2021,M&A,Novartis,Tavgen X,8.949,M&A 2021,0,0
D0779,08-05-2021,2021,M&A,J&J,Immcel X,14.046,M&A 2021,1,0
D0812,08-05-2021,2021,Series_C,Third Rock Ventures,Tavyot X,0.329,Series_C 2021,0,0
D0811,11-05-2021,2021,M&A,Pfizer,Kympro OS,1.472,M&A 2021,0,0
D0777,12-05-2021,2021,VC,Bain Capital Life Sciences,Biosyn OS,0.132,VC 2021,0,0
D0800,13-05-2021,2021,VC,ARCH Venture Partners,Jasxen RX,0.127,VC 2021,0,0
D0843,18-05-2021,2021,VC,Versant Ventures,Vecxen BIO,0.27,VC 2021,0,0
D0823,18-05-2021,2021,M&A,GSK,Kymzeo OS,11.415,M&A 2021,1,0
D0767,19-05-2021,2021,M&A,AstraZeneca,Oncmod AB,16.912,M&A 2021,1,0
D0847,20-05-2021,2021,Series_B,Flagship Pioneering,Univec IO,0.475,Series_B 2021,0,0
D0793,23-05-2021,2021,IPO,Public markets,Unipro IO,0.906,IPO 2021,0,0
D0756,23-05-2021,2021,VC,Flagship Pioneering,Yotimm RX,0.113,VC 2021,0,0
D0842,26-05-2021,2021,IPO,Public markets,Modimm ON,0.329,IPO 2021,0,0
D0803,04-06-2021,2021,M&A,Roche,Tavpro X,0.765,M&A 2021,0,0
D0759,04-06-2021,2021,VC,Third Rock Ventures,Onckym GX,0.187,VC 2021,0,0
D0795,07-06-2021,2021,Series_B,OrbiMed,Epiepi GX,0.123,Series_B 2021,0,0
D0788,14-06-2021,2021,VC,Atlas Venture,Tavhap ON,0.056,VC 2021,0,0
D0844,15-06-2021,2021,VC,Third Rock Ventures,Celhap OS,0.265,VC 2021,0,0
D0757,17-06-2021,2021,VC,Atlas Venture,Kymxen OS,0.545,VC 2021,0,0
D0769,23-06-2021,2021,Series_B,Flagship Pioneering,Vecjas BIO,1.021,Series_B 2021,0,0
D0841,24-06-2021,2021,VC,Polaris Partners,Quobio GX,0.089,VC 2021,0,0
D0751,24-06-2021,2021,Series_C,F-Prime Capital,Episyn ON,0.702,Series_C 2021,0,0
D0840,26-06-2021,2021,VC,OrbiMed,Tavmod AB,0.065,VC 2021,0,0
D0809,27-06-2021,2021,VC,Versant Ventures,Dencel Tx,0.075,VC 2021,0,0
D0772,01-07-2021,2021,VC,a16z Bio,Lumbio ON,0.121,VC 2021,0,0
D0797,03-07-2021,2021,Series_C,GV (Google Ventures),Uniimm RX,0.186,Series_C 2021,0,0
D0799,04-07-2021,2021,VC,Flagship Pioneering,Xenjas Tx,0.142,VC 2021,0,0
D0845,06-07-2021,2021,VC,Atlas Venture,Neugen OS,0.074,VC 2021,0,0
D0019,15-07-2021,2021,IPO,Public markets,Verve Therapeutics,0.27,CRISPR cardio IPO,0,1
D0781,16-07-2021,2021,Series_B,Bain Capital Life Sciences,Unijas OS,0.02,Series_B 2021,0,0
D0790,17-07-2021,2021,M&A,AstraZeneca,Aergen OS,0.846,M&A 2021,0,0
D0807,20-07-2021,2021,IPO,Public markets,Onconc BIO,0.051,IPO 2021,0,0
D0839,20-07-2021,2021,M&A,Novartis,Modyot AB,2.783,M&A 2021,0,0
D0828,21-07-2021,2021,Series_C,RA Capital,Celuni Tx,0.557,Series_C 2021,0,0
D0804,23-07-2021,2021,VC,Sofinnova Investments,Genkym X,1.217,VC 2021,0,0
D0802,02-08-2021,2021,VC,Versant Ventures,Zeorep Therapeutics,0.16,VC 2021,0,0
D0834,09-08-2021,2021,VC,OrbiMed,Gengen Therapeutics,0.037,VC 2021,0,0
D0771,09-08-2021,2021,Series_C,Bain Capital Life Sciences,Synbio Therapeutics,0.072,Series_C 2021,0,0
D0783,10-08-2021,2021,Series_B,Bain Capital Life Sciences,Zeomod OS,0.231,Series_B 2021,0,0
D0750,13-08-2021,2021,Series_C,Bain Capital Life Sciences,Immlum Therapeutics,0.197,Series_C 2021,0,0
D0768,16-08-2021,2021,VC,Versant Ventures,Xenrep X,0.061,VC 2021,0,0
D0778,17-08-2021,2021,Series_B,Third Rock Ventures,Kymjas AB,0.056,Series_B 2021,0,0
D0826,17-08-2021,2021,IPO,Public markets,Oncgen IO,0.461,IPO 2021,0,0
D0856,19-08-2021,2021,VC,Sofinnova Investments,Denbio RX,0.188,VC 2021,0,0
D0738,26-08-2021,2021,VC,F-Prime Capital,Epiden ON,0.246,VC 2021,0,0
D0835,27-08-2021,2021,IPO,Public markets,Kymbio X,0.298,IPO 2021,0,0
D0806,27-08-2021,2021,Series_C,Versant Ventures,Onccel ON,0.083,Series_C 2021,0,0
D0754,03-09-2021,2021,VC,Flagship Pioneering,Veczeo GX,0.107,VC 2021,0,0
D0818,05-09-2021,2021,VC,Bain Capital Life Sciences,Immaer IO,0.156,VC 2021,0,0
D0829,17-09-2021,2021,Series_B,RA Capital,Jasepi RX,0.447,Series_B 2021,0,0
D0736,21-09-2021,2021,VC,RA Capital,Celneu GX,0.034,VC 2021,0,0
D0794,24-09-2021,2021,IPO,Public markets,Unixen OS,0.255,IPO 2021,0,0
D0837,27-09-2021,2021,M&A,Sanofi,Celsyn RX,0.452,M&A 2021,0,0
D0755,02-10-2021,2021,VC,Polaris Partners,Immonc OS,0.137,VC 2021,0,0
D0786,05-10-2021,2021,M&A,Novartis,Aerhap GX,0.224,M&A 2021,0,0
D0836,12-10-2021,2021,Series_C,Flagship Pioneering,Dencel GX,0.011,Series_C 2021,0,0
D0832,14-10-2021,2021,M&A,Eli Lilly,Modbio GX,0.289,M&A 2021,0,0
D0850,17-10-2021,2021,Series_B,Polaris Partners,Modzeo ON,0.057,Series_B 2021,0,0
D0765,20-10-2021,2021,IPO,Public markets,Syngen IO,0.6,IPO 2021,0,0
D0791,20-10-2021,2021,Series_B,ARCH Venture Partners,Lumpro RX,0.063,Series_B 2021,0,0
D0824,20-10-2021,2021,VC,Flagship Pioneering,Protav RX,0.234,VC 2021,0,0
D0827,20-10-2021,2021,VC,Atlas Venture,Denzeo Tx,0.112,VC 2021,0,0
D0780,26-10-2021,2021,VC,OrbiMed,Yotuni BIO,0.115,VC 2021,0,0
D0746,01-11-2021,2021,Series_C,Bain Capital Life Sciences,Oncquo RX,0.355,Series_C 2021,0,0
D0022,04-11-2021,2021,VC,VC syndicate,Generate Biomedicines,0.37,Generative AI drug design,0,1
D0776,05-11-2021,2021,VC,Bain Capital Life Sciences,Vecmod IO,0.278,VC 2021,0,0
D0855,06-11-2021,2021,IPO,Public markets,Gengen IO,0.366,IPO 2021,0,0
D0808,06-11-2021,2021,VC,OrbiMed,Celden RX,0.247,VC 2021,0,0
D0854,06-11-2021,2021,IPO,Public markets,Denonc AB,0.847,IPO 2021,0,0
D0833,07-11-2021,2021,VC,Flagship Pioneering,Aeryot BIO,0.507,VC 2021,0,0
D0741,10-11-2021,2021,Series_B,RA Capital,Immhap ON,0.054,Series_B 2021,0,0
D0764,14-11-2021,2021,IPO,Public markets,Uniyot ON,0.667,IPO 2021,0,0
D0852,17-11-2021,2021,IPO,Public markets,Modyot GX,0.084,IPO 2021,0,0
D0731,22-11-2021,2021,Series_B,GV (Google Ventures),Oncneu Therapeutics,0.056,Series_B 2021,0,0
D0846,22-11-2021,2021,Crossover,Atlas Venture,Repgen IO,0.019,Crossover 2021,0,0
D0752,25-11-2021,2021,M&A,AstraZeneca,Syncel OS,0.997,M&A 2021,0,0
D0766,26-11-2021,2021,Series_B,a16z Bio,Bioden BIO,0.102,Series_B 2021,0,0
D0814,03-12-2021,2021,IPO,Public markets,Synbio Therapeutics,0.301,IPO 2021,0,0
D0762,04-12-2021,2021,Series_B,Versant Ventures,Xenaer X,0.104,Series_B 2021,0,0
D0849,08-12-2021,2021,VC,OrbiMed,Jasonc GX,0.109,VC 2021,0,0
D0774,09-12-2021,2021,VC,a16z Bio,Yotcel IO,0.154,VC 2021,0,0
D0745,10-12-2021,2021,VC,Polaris Partners,Yotbio Therapeutics,0.284,VC 2021,0,0
D0753,11-12-2021,2021,Crossover,Atlas Venture,Synyot Therapeutics,0.111,Crossover 2021,0,0
D0735,11-12-2021,2021,VC,F-Prime Capital,Hapvec RX,0.127,VC 2021,0,0
D0732,15-12-2021,2021,M&A,Roche,Biouni Therapeutics,18.382,M&A 2021,1,0
D0763,17-12-2021,2021,VC,Flagship Pioneering,Lumyot BIO,0.632,VC 2021,0,0
D0744,18-12-2021,2021,VC,Versant Ventures,Yotmod AB,0.065,VC 2021,0,0
D0819,22-12-2021,2021,VC,Versant Ventures,Celhap Tx,0.099,VC 2021,0,0
D0857,23-12-2021,2021,VC,Polaris Partners,Modonc BIO,0.527,VC 2021,0,0
D0782,26-12-2021,2021,VC,Sofinnova Investments,Onconc ON,0.136,VC 2021,0,0
D0925,02-01-2022,2022,IPO,Public markets,Aervec OS,0.867,IPO 2022,0,0
D0871,03-01-2022,2022,Series_B,Third Rock Ventures,Oncyot AB,0.143,Series_B 2022,0,0
D0936,05-01-2022,2022,Series_B,OrbiMed,Modquo GX,0.788,Series_B 2022,0,0
D0895,05-01-2022,2022,M&A,J&J,Haprep Therapeutics,4.603,M&A 2022,0,0
